table_name,column_name,data_type,ordinal_position,character_maximum_length
laboratory_sampletype_labtest_link,labtest_id,integer,4,NULL
laboratory_sampletype_labtest_link,date_created,timestamp without time zone,6,NULL
laboratory_sampletype_labtest_link,date_modified,timestamp without time zone,8,NULL
laboratory_sampletype_labtest_link,archived,integer,9,NULL
laboratory_sampletype_labtest_link,id,bigint,1,NULL
laboratory_sampletype_labtest_link,uuid,character varying,2,100
laboratory_sampletype_labtest_link,created_by,character varying,5,100
laboratory_sampletype_labtest_link,modified_by,character varying,7,100
laboratory_test,patient_id,integer,3,NULL
laboratory_test,lab_test_id,integer,4,NULL
laboratory_test,lab_test_group_id,integer,7,NULL
laboratory_test,order_priority,integer,8,NULL
laboratory_test,lab_test_order_status,integer,10,NULL
laboratory_test,viral_load_indication,integer,11,NULL
laboratory_test,facility_id,integer,13,NULL
laboratory_test,lab_order_id,integer,14,NULL
laboratory_test,date_created,timestamp without time zone,16,NULL
laboratory_test,date_modified,timestamp without time zone,18,NULL
laboratory_test,archived,integer,19,NULL
laboratory_test,id,bigint,1,NULL
laboratory_test,uuid,character varying,2,100
laboratory_test,description,character varying,5,300
laboratory_test,lab_number,character varying,6,300
laboratory_test,unit_measurement,character varying,9,300
laboratory_test,patient_uuid,character varying,12,100
laboratory_test,created_by,character varying,15,100
laboratory_test,modified_by,character varying,17,100
lims_config,id,bigint,1,NULL
lims_config,uuid,character varying,2,100
lims_config,config_name,character varying,3,100
lims_config,config_email,character varying,4,100
lims_config,config_password,character varying,5,100
lims_config,server_url,character varying,6,100
lims_config,create_date,character varying,7,100
lims_config,test_facility_name,character varying,8,100
lims_config,test_facility_datim_code,character varying,9,100
lims_manifest,create_date,timestamp without time zone,14,NULL
lims_manifest,facility_id,integer,16,NULL
lims_manifest,id,bigint,1,NULL
lims_manifest,uuid,character varying,2,100
lims_manifest,manifest_id,character varying,3,100
lims_manifest,sending_facility_id,character varying,4,100
lims_manifest,sending_facility_name,character varying,5,100
lims_manifest,receiving_lab_id,character varying,6,100
lims_manifest,receiving_lab_name,character varying,7,100
lims_manifest,date_scheduled_for_pickup,character varying,8,100
lims_manifest,temperature_at_pickup,character varying,9,100
lims_manifest,sample_packaged_by,character varying,10,100
lims_manifest,courier_rider_name,character varying,11,100
lims_manifest,courier_contact,character varying,12,100
lims_manifest,manifest_status,character varying,13,100
lims_manifest,current_status,character varying,15,100
lims_manifest,facility_uuid,character varying,17,100
lims_pcr_lab,id,bigint,1,NULL
lims_pcr_lab,name,character varying,2,100
lims_pcr_lab,lab_no,character varying,3,100
lims_result,id,bigint,1,NULL
lims_result,manifest_record_id,bigint,14,NULL
lims_result,uuid,character varying,2,100
lims_result,sample_id,character varying,3,100
lims_result,pcr_lab_sample_number,character varying,4,100
lims_result,visit_date,character varying,5,100
lims_result,date_sample_received_at_pcr_lab,character varying,6,100
lims_result,result_date,character varying,7,100
lims_result,test_result,character varying,8,100
lims_result,assay_date,character varying,9,100
lims_result,approval_date,character varying,10,100
lims_result,date_result_dispatched,character varying,11,100
lims_result,sample_status,character varying,12,100
lims_result,sample_testable,character varying,13,100
lims_result,transfer_status,character varying,15,100
lims_result,tested_by,character varying,16,100
lims_result,approved_by,character varying,17,100
lims_result,date_transferred_out,character varying,18,100
lims_result,reason_not_tested,character varying,19,100
lims_result,other_rejection_reason,character varying,20,100
lims_result,sending_pcr_lab_id,character varying,21,100
lims_result,sending_pcr_lab_name,character varying,22,100
lims_result,secondary_pcr_lab_id,character varying,23,255
lims_result,secondary_pcr_lab_name,character varying,24,255
lims_result,rejection_reason,character varying,25,255
lims_sample,patient_id,jsonb,5,NULL
lims_sample,manifest_record_id,bigint,26,NULL
lims_sample,id,bigint,1,NULL
lims_sample,uuid,character varying,2,100
lims_sample,sample_id,character varying,3,100
lims_sample,pid,character varying,4,100
lims_sample,sample_type,character varying,6,100
lims_sample,sample_ordered_by,character varying,7,100
lims_sample,sample_order_date,character varying,8,100
lims_sample,sample_collected_by,character varying,9,100
lims_sample,sample_collection_date,character varying,10,100
lims_sample,sample_collection_time,character varying,11,100
lims_sample,date_sample_sent,character varying,12,100
lims_sample,indication_vl_test,character varying,13,100
lims_sample,first_name,character varying,14,100
lims_sample,surname,character varying,15,100
lims_sample,sex,character varying,16,100
lims_sample,age,character varying,17,100
lims_sample,date_of_birth,character varying,18,100
lims_sample,pregnant_breast_feeding_status,character varying,19,100
lims_sample,art_commencement_date,character varying,20,100
lims_sample,drug_regimen,character varying,21,100
lims_sample,sending_facility_id,character varying,22,100
lims_sample,sending_facility_name,character varying,23,100
lims_sample,priority,character varying,24,100
lims_sample,priority_reason,character varying,25,100
ndr_code_set,code_set_nm,character varying,1,64
ndr_code_set,code,character varying,2,64
ndr_code_set,code_description,character varying,3,64
ndr_code_set,alt_description,character varying,4,64
ndr_code_set,sys_description,character varying,5,64
ndr_facility,id,uuid,1,NULL
ndr_facility,facility_local_id,bigint,3,NULL
ndr_facility,name,character varying,2,128
ndr_facility,datim_id,character varying,4,32
ndr_message_log,last_updated,timestamp without time zone,4,NULL
ndr_message_log,id,integer,1,NULL
ndr_message_log,identifier,character varying,2,64
ndr_message_log,file,character varying,3,128
ndr_message_log,file_type,character varying,5,255
ndr_messages,facility_id,bigint,3,NULL
ndr_messages,is_pushed,boolean,4,NULL
ndr_messages,message_date,date,5,NULL
ndr_messages,id,bigint,1,NULL
ndr_messages,de_message,character varying,2,NULL
ndr_messages,identifier,character varying,6,100
ndr_pusher,code,integer,2,NULL
ndr_pusher,facility_id,bigint,6,NULL
ndr_pusher,is_authenticated,boolean,7,NULL
ndr_pusher,push_date,date,8,NULL
ndr_pusher,id,integer,1,NULL
ndr_pusher,batch_number,character varying,3,100
ndr_pusher,de_message,character varying,4,NULL
ndr_pusher,message,character varying,5,250
ndr_pusher_config,facility_id,bigint,2,NULL
ndr_pusher_config,id,integer,1,NULL
ndr_pusher_config,username,character varying,3,100
ndr_pusher_config,password,character varying,4,100
ndr_xml_status,id,integer,1,NULL
ndr_xml_status,facility_id,bigint,2,NULL
ndr_xml_status,files,integer,3,NULL
ndr_xml_status,last_modified,timestamp without time zone,5,NULL
ndr_xml_status,percentage_pushed,integer,7,NULL
ndr_xml_status,completely_pushed,boolean,8,NULL
ndr_xml_status,error,jsonb,9,NULL
ndr_xml_status,file_name,character varying,4,255
ndr_xml_status,push_identifier,character varying,6,255
ndrdata,demorgraphic,jsonb,2,NULL
ndrdata,commencement,jsonb,3,NULL
ndrdata,care_cards,jsonb,4,NULL
ndrdata,labs,jsonb,5,NULL
ndrdata,pharmacies,jsonb,6,NULL
ndrdata,date_modified,date,7,NULL
ndrdata,patient_id,character varying,1,255
patient_check_post_service,facility_id,bigint,2,NULL
patient_check_post_service,id,bigint,1,NULL
patient_check_post_service,module_service_code,character varying,3,255
patient_check_post_service,module_service_name,character varying,4,255
patient_check_post_service,encounter_type,character varying,5,255
patient_encounter,created_date,timestamp without time zone,2,NULL
patient_encounter,last_modified_date,timestamp without time zone,4,NULL
patient_encounter,facility_id,bigint,6,NULL
patient_encounter,encounter_date,timestamp without time zone,7,NULL
patient_encounter,archived,integer,13,NULL
patient_encounter,id,bigint,1,NULL
patient_encounter,created_by,character varying,3,255
patient_encounter,last_modified_by,character varying,5,255
patient_encounter,person_uuid,character varying,8,255
patient_encounter,uuid,character varying,9,255
patient_encounter,visit_id,character varying,10,255
patient_encounter,service_code,character varying,11,255
patient_encounter,status,character varying,12,255
patient_person,created_date,timestamp without time zone,2,NULL
patient_person,last_modified_date,timestamp without time zone,4,NULL
patient_person,active,boolean,6,NULL
patient_person,contact_point,jsonb,7,NULL
patient_person,address,jsonb,8,NULL
patient_person,gender,jsonb,9,NULL
patient_person,identifier,jsonb,10,NULL
patient_person,deceased,boolean,11,NULL
patient_person,deceased_date_time,timestamp without time zone,12,NULL
patient_person,marital_status,jsonb,13,NULL
patient_person,employment_status,jsonb,14,NULL
patient_person,education,jsonb,15,NULL
patient_person,organization,jsonb,16,NULL
patient_person,contact,jsonb,17,NULL
patient_person,date_of_birth,date,18,NULL
patient_person,date_of_registration,date,19,NULL
patient_person,archived,integer,20,NULL
patient_person,facility_id,bigint,21,NULL
patient_person,is_date_of_birth_estimated,boolean,30,NULL
patient_person,case_manager_id,bigint,32,NULL
patient_person,id,bigint,1,NULL
patient_person,created_by,character varying,3,255
patient_person,last_modified_by,character varying,5,255
patient_person,uuid,character varying,22,255
patient_person,nin_number,character varying,23,255
patient_person,emr_id,character varying,24,255
patient_person,first_name,character varying,25,255
patient_person,sex,character varying,26,255
patient_person,surname,character varying,27,255
patient_person,other_name,character varying,28,255
patient_person,hospital_number,character varying,29,255
patient_person,full_name,character varying,31,255
patient_visit,created_date,timestamp without time zone,2,NULL
patient_visit,last_modified_date,timestamp without time zone,4,NULL
patient_visit,facility_id,bigint,6,NULL
patient_visit,visit_start_date,timestamp without time zone,8,NULL
patient_visit,visit_end_date,timestamp without time zone,9,NULL
patient_visit,archived,integer,11,NULL
patient_visit,id,bigint,1,NULL
patient_visit,uuid,character varying,10,255
patient_visit,created_by,character varying,3,255
patient_visit,last_modified_by,character varying,5,255
patient_visit,person_uuid,character varying,7,255
pmtct_anc,created_date,timestamp without time zone,4,NULL
pmtct_anc,facility_id,bigint,5,NULL
pmtct_anc,last_modified_date,timestamp without time zone,8,NULL
pmtct_anc,lmp,date,10,NULL
pmtct_anc,gaweeks,integer,11,NULL
pmtct_anc,gravida,integer,12,NULL
pmtct_anc,parity,integer,13,NULL
pmtct_anc,archived,bigint,14,NULL
pmtct_anc,pmtct_hts_info,jsonb,19,NULL
pmtct_anc,partner_notification,jsonb,20,NULL
pmtct_anc,first_anc_date,date,22,NULL
pmtct_anc,expected_delivery_date,date,23,NULL
pmtct_anc,last_visit_date,date,24,NULL
pmtct_anc,next_appointment_date,date,25,NULL
pmtct_anc,default_days,integer,26,NULL
pmtct_anc,partner_information,jsonb,29,NULL
pmtct_anc,id,bigint,1,NULL
pmtct_anc,anc_no,character varying,2,255
pmtct_anc,created_by,character varying,3,255
pmtct_anc,hospital_number,character varying,6,255
pmtct_anc,last_modified_by,character varying,7,255
pmtct_anc,uuid,character varying,9,255
pmtct_anc,tested_syphilis,character varying,15,255
pmtct_anc,test_result_syphilis,character varying,16,255
pmtct_anc,treated_syphilis,character varying,17,255
pmtct_anc,referred_syphilis_treatment,character varying,18,255
pmtct_anc,person_uuid,character varying,21,255
pmtct_anc,hiv_diognosic_time,character varying,27,100
pmtct_anc,status,character varying,28,100
pmtct_anc,static_hiv_status,character varying,30,255
pmtct_anc,source_of_referral,character varying,31,255
pmtct_delivery,created_date,timestamp without time zone,4,NULL
pmtct_delivery,facility_id,bigint,5,NULL
pmtct_delivery,last_modified_date,timestamp without time zone,8,NULL
pmtct_delivery,date_of_delivery,date,10,NULL
pmtct_delivery,gaweeks,bigint,12,NULL
pmtct_delivery,number_of_infants_alive,bigint,28,NULL
pmtct_delivery,number_of_infants_dead,bigint,29,NULL
pmtct_delivery,id,bigint,1,NULL
pmtct_delivery,anc_no,character varying,2,255
pmtct_delivery,created_by,character varying,3,255
pmtct_delivery,hospital_number,character varying,6,255
pmtct_delivery,last_modified_by,character varying,7,255
pmtct_delivery,uuid,character varying,9,255
pmtct_delivery,booking_status,character varying,11,255
pmtct_delivery,rom_delivery_interval,character varying,13,255
pmtct_delivery,mode_of_delivery,character varying,14,255
pmtct_delivery,episiotomy,character varying,15,255
pmtct_delivery,vaginal_tear,character varying,16,255
pmtct_delivery,feeding_decision,character varying,17,255
pmtct_delivery,maternal_outcome,character varying,18,255
pmtct_delivery,child_status,character varying,19,255
pmtct_delivery,hiv_exposed_infant_given_hb_within24hrs,character varying,20,255
pmtct_delivery,child_given_arv_within72,character varying,21,255
pmtct_delivery,delivery_time,character varying,22,255
pmtct_delivery,on_art,character varying,23,255
pmtct_delivery,art_started_ld_ward,character varying,24,255
pmtct_delivery,hbstatus,character varying,25,255
pmtct_delivery,hcstatus,character varying,26,255
pmtct_delivery,referal_source,character varying,27,255
pmtct_delivery,person_uuid,character varying,30,NULL
pmtct_enrollment,created_date,timestamp without time zone,4,NULL
pmtct_enrollment,facility_id,bigint,5,NULL
pmtct_enrollment,last_modified_date,timestamp without time zone,8,NULL
pmtct_enrollment,pmtct_enrollment_date,date,10,NULL
pmtct_enrollment,gaweeks,integer,11,NULL
pmtct_enrollment,gravida,integer,12,NULL
pmtct_enrollment,art_start_date,date,13,NULL
pmtct_enrollment,archived,bigint,19,NULL
pmtct_enrollment,lmp,date,21,NULL
pmtct_enrollment,id,bigint,1,NULL
pmtct_enrollment,regimen_type_id,bigint,23,NULL
pmtct_enrollment,anc_no,character varying,2,255
pmtct_enrollment,created_by,character varying,3,255
pmtct_enrollment,hospital_number,character varying,6,255
pmtct_enrollment,last_modified_by,character varying,7,255
pmtct_enrollment,uuid,character varying,9,255
pmtct_enrollment,art_start_time,character varying,14,255
pmtct_enrollment,tb_status,character varying,15,255
pmtct_enrollment,entry_point,character varying,16,NULL
pmtct_enrollment,person_uuid,character varying,17,NULL
pmtct_enrollment,pmtct_type,character varying,18,255
pmtct_enrollment,hiv_status,character varying,20,255
pmtct_infant_arv,visit_date,date,2,NULL
pmtct_infant_arv,id,bigint,1,NULL
pmtct_infant_arv,infant_hospital_number,character varying,3,NULL
pmtct_infant_arv,anc_number,character varying,4,NULL
pmtct_infant_arv,age_at_ctx,character varying,5,NULL
pmtct_infant_arv,infant_arv_type,character varying,6,NULL
pmtct_infant_arv,infant_arv_time,character varying,7,NULL
pmtct_infant_arv,arv_delivery_point,character varying,8,NULL
pmtct_infant_arv,uuid,character varying,9,NULL
pmtct_infant_information,body_weight,double precision,21,NULL
pmtct_infant_information,created_date,timestamp without time zone,4,NULL
pmtct_infant_information,facility_id,bigint,5,NULL
pmtct_infant_information,last_modified_date,timestamp without time zone,8,NULL
pmtct_infant_information,date_of_delivery,date,10,NULL
pmtct_infant_information,id,bigint,1,NULL
pmtct_infant_information,last_visit_date,date,17,NULL
pmtct_infant_information,next_appointment_date,date,18,NULL
pmtct_infant_information,default_days,integer,19,NULL
pmtct_infant_information,anc_no,character varying,2,255
pmtct_infant_information,created_by,character varying,3,255
pmtct_infant_information,hospital_number,character varying,6,255
pmtct_infant_information,last_modified_by,character varying,7,255
pmtct_infant_information,uuid,character varying,9,255
pmtct_infant_information,first_name,character varying,11,255
pmtct_infant_information,middle_name,character varying,12,255
pmtct_infant_information,surname,character varying,13,255
pmtct_infant_information,sex,character varying,14,255
pmtct_infant_information,nin,character varying,15,255
pmtct_infant_information,infant_outcome_at18_months,character varying,16,255
pmtct_infant_information,mother_person_uuid,character varying,20,NULL
pmtct_infant_mother_art,visit_date,date,2,NULL
pmtct_infant_mother_art,regimen_type_id,bigint,5,NULL
pmtct_infant_mother_art,regimen_id,bigint,6,NULL
pmtct_infant_mother_art,id,bigint,1,NULL
pmtct_infant_mother_art,anc_number,character varying,3,NULL
pmtct_infant_mother_art,mother_art_initiation_time,character varying,4,NULL
pmtct_infant_mother_art,uuid,character varying,7,NULL
pmtct_infant_rapid_antibody,age_at_test,character varying,6,NULL
pmtct_infant_rapid_antibody,anc_number,character varying,9,NULL
pmtct_infant_rapid_antibody,date_of_test,date,5,NULL
pmtct_infant_rapid_antibody,id,bigint,1,NULL
pmtct_infant_rapid_antibody,rapid_result,character varying,3,NULL
pmtct_infant_rapid_antibody,rapid_test_type,character varying,4,NULL
pmtct_infant_rapid_antibody,result,character varying,10,NULL
pmtct_infant_rapid_antibody,unique_uuid,character varying,11,NULL
pmtct_infant_rapid_antibody,uuid,character varying,7,NULL
pmtct_infant_rapid_antibody,visit_date,date,2,NULL
pmtct_infant_rapid_antibody,visit_id,character varying,8,NULL
pmtct_infant_pcr,visit_date,date,2,NULL
pmtct_infant_pcr,age_at_test,bigint,5,NULL
pmtct_infant_pcr,date_sample_collected,date,7,NULL
pmtct_infant_pcr,date_sample_sent,date,8,NULL
pmtct_infant_pcr,date_result_received_at_facility,date,9,NULL
pmtct_infant_pcr,date_result_received_by_caregiver,date,10,NULL
pmtct_infant_pcr,id,bigint,1,NULL
pmtct_infant_pcr,infant_hospital_number,character varying,3,NULL
pmtct_infant_pcr,anc_number,character varying,4,NULL
pmtct_infant_pcr,test_type,character varying,6,NULL
pmtct_infant_pcr,results,character varying,11,NULL
pmtct_infant_pcr,uuid,character varying,12,NULL
pmtct_infant_visit,visit_date,date,2,NULL
pmtct_infant_visit,body_weight,bigint,5,NULL
pmtct_infant_visit,id,bigint,1,NULL
pmtct_infant_visit,infant_hospital_number,character varying,3,NULL
pmtct_infant_visit,anc_number,character varying,4,NULL
pmtct_infant_visit,visit_status,character varying,6,NULL
pmtct_infant_visit,ctx_status,character varying,7,NULL
pmtct_infant_visit,breast_feeding,character varying,8,NULL
pmtct_infant_visit,uuid,character varying,9,NULL
pmtct_infant_visit,mother_person_uuid,character varying,10,NULL
pmtct_mother_visitation,date_of_delivery,date,22,NULL
pmtct_mother_visitation,date_of_visit,date,5,NULL
pmtct_mother_visitation,date_of_viral_load,date,8,NULL
pmtct_mother_visitation,ga_of_viral_load,smallint,9,NULL
pmtct_mother_visitation,result_of_viral_load,smallint,10,NULL
pmtct_mother_visitation,date_of_maternal_outcome,date,14,NULL
pmtct_mother_visitation,next_appointment_date,date,17,NULL
pmtct_mother_visitation,id,bigint,1,NULL
pmtct_mother_visitation,anc_no,character varying,2,255
pmtct_mother_visitation,person_uuid,character varying,3,255
pmtct_mother_visitation,hospital_number,character varying,4,255
pmtct_mother_visitation,fp_counseling,character varying,6,255
pmtct_mother_visitation,fp_method,character varying,7,255
pmtct_mother_visitation,dsd_option,character varying,11,255
pmtct_mother_visitation,dsd_model,character varying,12,255
pmtct_mother_visitation,maternal_outcome,character varying,13,255
pmtct_mother_visitation,visit_status,character varying,15,255
pmtct_mother_visitation,transfer_to,character varying,16,255
pmtct_mother_visitation,uuid,character varying,18,255
pmtct_mother_visitation,entry_point,character varying,19,255
pmtct_mother_visitation,dsd,character varying,20,255
pmtct_mother_visitation,time_of_viral_load,character varying,21,255
prep_clinic,weight,double precision,2,NULL
prep_clinic,height,double precision,3,NULL
prep_clinic,pulse,double precision,4,NULL
prep_clinic,temperature,double precision,5,NULL
prep_clinic,respiratory_rate,double precision,6,NULL
prep_clinic,systolic,double precision,7,NULL
prep_clinic,diastolic,double precision,8,NULL
prep_clinic,sti_screening,boolean,10,NULL
prep_clinic,date_prep_start,date,11,NULL
prep_clinic,date_prep_given,date,12,NULL
prep_clinic,encounter_date,date,16,NULL
prep_clinic,is_commencement,boolean,17,NULL
prep_clinic,regimen_id,bigint,20,NULL
prep_clinic,regimen_type_id,bigint,21,NULL
prep_clinic,duration,integer,22,NULL
prep_clinic,next_appointment,date,26,NULL
prep_clinic,why,boolean,27,NULL
prep_clinic,dateprepgiven,date,28,NULL
prep_clinic,urinalysis,jsonb,29,NULL
prep_clinic,hepatitis,jsonb,30,NULL
prep_clinic,syphilis,jsonb,31,NULL
prep_clinic,other_tests_done,jsonb,32,NULL
prep_clinic,syndromic_sti_screening,jsonb,33,NULL
prep_clinic,date_initial_adherence_counseling,date,34,NULL
prep_clinic,date_referred,date,35,NULL
prep_clinic,referred,boolean,36,NULL
prep_clinic,facility_id,bigint,39,NULL
prep_clinic,extra,jsonb,40,NULL
prep_clinic,date_created,timestamp without time zone,44,NULL
prep_clinic,date_modified,timestamp without time zone,46,NULL
prep_clinic,archived,integer,47,NULL
prep_clinic,id,bigint,1,NULL
prep_clinic,urinalysis_result,character varying,37,NULL
prep_clinic,pregnant,character varying,38,NULL
prep_clinic,risk_reduction_services,character varying,41,NULL
prep_clinic,noted_side_effects,character varying,42,NULL
prep_clinic,created_by,character varying,43,255
prep_clinic,modified_by,character varying,45,255
prep_clinic,adherence_level,character varying,9,255
prep_clinic,prep_given,character varying,13,255
prep_clinic,other_drugs,character varying,14,255
prep_clinic,hiv_test_result,character varying,15,255
prep_clinic,prep_enrollment_uuid,character varying,18,255
prep_clinic,uuid,character varying,19,255
prep_clinic,vital_sign_uuid,character varying,23,255
prep_clinic,person_uuid,character varying,24,255
prep_clinic,visit_uuid,character varying,25,255
prep_clinic,months_of_refill,integer,62,NULL
prep_clinic,date_of_family_planning,date,48,NULL
prep_eligibility,services_received_by_client,jsonb,30,NULL
prep_eligibility,assessment_for_pep_indication,jsonb,31,NULL
prep_eligibility,assessment_for_prep_eligibility,jsonb,32,NULL
prep_eligibility,assessment_for_acute_hiv_infection,jsonb,34,NULL
prep_eligibility,score,integer,4,NULL
prep_eligibility,visit_date,date,5,NULL
prep_eligibility,hiv_risk,jsonb,6,NULL
prep_eligibility,sti_screening,jsonb,7,NULL
prep_eligibility,drug_use_history,jsonb,8,NULL
prep_eligibility,personal_hiv_risk_assessment,jsonb,9,NULL
prep_eligibility,sex_partner_risk,jsonb,10,NULL
prep_eligibility,first_time_visit,boolean,14,NULL
prep_eligibility,num_wives,integer,16,NULL
prep_eligibility,extra,jsonb,18,NULL
prep_eligibility,facility_id,bigint,19,NULL
prep_eligibility,archived,integer,20,NULL
prep_eligibility,date_created,timestamp without time zone,22,NULL
prep_eligibility,date_modified,timestamp without time zone,24,NULL
prep_eligibility,id,bigint,1,NULL
prep_eligibility,uuid,character varying,2,255
prep_eligibility,unique_id,character varying,3,NULL
prep_eligibility,person_uuid,character varying,11,255
prep_eligibility,sex_partner,character varying,12,255
prep_eligibility,counseling_type,character varying,13,255
prep_eligibility,num_children_less_than_five,character varying,15,255
prep_eligibility,target_group,character varying,17,255
prep_eligibility,created_by,character varying,21,255
prep_eligibility,modified_by,character varying,23,255
prep_enrollment,date_started,date,5,NULL
prep_enrollment,extra,jsonb,8,NULL
prep_enrollment,facility_id,bigint,9,NULL
prep_enrollment,date_enrolled,date,12,NULL
prep_enrollment,date_referred,date,13,NULL
prep_enrollment,date_last_hiv_negative_test,date,20,NULL
prep_enrollment,archived,integer,21,NULL
prep_enrollment,date_created,timestamp without time zone,23,NULL
prep_enrollment,date_modified,timestamp without time zone,25,NULL
prep_enrollment,id,bigint,1,NULL
prep_enrollment,unique_id,character varying,2,255
prep_enrollment,target_group,character varying,3,255
prep_enrollment,uuid,character varying,4,255
prep_enrollment,person_uuid,character varying,6,255
prep_enrollment,visit_uuid,character varying,7,255
prep_enrollment,prep_eligibility_uuid,character varying,10,NULL
prep_enrollment,status,character varying,11,NULL
prep_enrollment,risk_type,character varying,14,NULL
prep_enrollment,supporter_phone,character varying,15,NULL
prep_enrollment,supporter_name,character varying,16,NULL
prep_enrollment,supporter_relationship_type,character varying,17,NULL
prep_enrollment,anc_unique_art_no,character varying,18,NULL
prep_enrollment,hiv_testing_point,character varying,19,NULL
prep_enrollment,created_by,character varying,22,255
prep_enrollment,modified_by,character varying,24,255
prep_interruption,interruption_date,date,6,NULL
prep_interruption,date_client_died,date,7,NULL
prep_interruption,date_client_referred_out,date,10,NULL
prep_interruption,extra,jsonb,13,NULL
prep_interruption,facility_id,bigint,14,NULL
prep_interruption,archived,integer,15,NULL
prep_interruption,date_created,timestamp without time zone,17,NULL
prep_interruption,date_sero_converted,date,19,NULL
prep_interruption,date_restart_placed_back_medication,date,20,NULL
prep_interruption,link_to_art,boolean,21,NULL
prep_interruption,encounter_date,date,22,NULL
prep_interruption,date_modified,timestamp without time zone,23,NULL
prep_interruption,id,bigint,1,NULL
prep_interruption,created_by,character varying,16,255
prep_interruption,modified_by,character varying,18,255
prep_interruption,reason_stopped,character varying,24,NULL
prep_interruption,reason_stopped_others,character varying,25,NULL
prep_interruption,uuid,character varying,2,255
prep_interruption,person_uuid,character varying,3,255
prep_interruption,prep_enrollment_uuid,character varying,4,255
prep_interruption,interruption_type,character varying,5,255
prep_interruption,cause_of_death,character varying,8,255
prep_interruption,source_of_death_info,character varying,9,255
prep_interruption,facility_referred_to,character varying,11,255
prep_interruption,interruption_reason,character varying,12,255
prep_regimen,archived,integer,5,NULL
prep_regimen,id,bigint,1,NULL
prep_regimen,regimen,character varying,2,NULL
prep_regimen,composition,character varying,3,NULL
prep_regimen,description,character varying,4,NULL
prep_regimen,code,character varying,6,NULL
quick_sync_history,id,bigint,1,NULL
quick_sync_history,date_created,timestamp without time zone,5,NULL
quick_sync_history,file_size,integer,6,NULL
quick_sync_history,filename,character varying,2,255
quick_sync_history,table_name,character varying,3,255
quick_sync_history,facility_name,character varying,4,255
quick_sync_history,status,character varying,7,255
remote_access_token,application_user_id,bigint,6,NULL
remote_access_token,organisation_unit_id,bigint,7,NULL
remote_access_token,remote_id,bigint,8,NULL
remote_access_token,status,bigint,12,NULL
remote_access_token,id,bigint,1,NULL
remote_access_token,password,character varying,2,255
remote_access_token,token,character varying,3,10485760
remote_access_token,url,character varying,4,255
remote_access_token,username,character varying,5,255
remote_access_token,pr_key,character varying,9,10485760
remote_access_token,pub_key,character varying,10,10485760
remote_access_token,any_pub_key,character varying,11,10485760
remote_key,id,bigint,1,NULL
remote_key,key,character varying,2,NULL
remote_key,uuid,character varying,3,NULL
report,details,jsonb,2,NULL
report,id,bigint,1,NULL
sync_config,id,uuid,1,NULL
sync_config,release_date,timestamp without time zone,4,NULL
sync_config,upload_date,timestamp without time zone,5,NULL
sync_config,active,boolean,6,NULL
sync_config,name,character varying,2,255
sync_config,version,character varying,3,255
sync_config_module,id,uuid,1,NULL
sync_config_module,config_id,uuid,4,NULL
sync_config_module,module_name,character varying,2,255
sync_config_module,version,character varying,3,255
sync_config_table,id,uuid,1,NULL
sync_config_table,config_module_id,uuid,5,NULL
sync_config_table,has_facility_id,boolean,6,NULL
sync_config_table,table_name,character varying,2,255
sync_config_table,exclude_columns,character varying,3,4000
sync_config_table,update_column,character varying,4,255
sync_facility_app_key,id,uuid,1,NULL
sync_facility_app_key,facility_id,integer,2,NULL
sync_facility_app_key,app_key,character varying,3,2000
sync_history,date_last_sync,timestamp without time zone,2,NULL
sync_history,organisation_unit_id,bigint,3,NULL
sync_history,processed,integer,5,NULL
sync_history,sync_queue_id,bigint,6,NULL
sync_history,remote_access_token_id,bigint,7,NULL
sync_history,upload_size,integer,8,NULL
sync_history,processed_size,integer,9,NULL
sync_history,error_log,jsonb,10,NULL
sync_history,id,bigint,1,NULL
sync_history,table_name,character varying,4,255
sync_history,file_path,character varying,11,NULL
sync_queue,date_created,timestamp without time zone,2,NULL
sync_queue,organisation_unit_id,bigint,4,NULL
sync_queue,processed,integer,5,NULL
sync_queue,upload_size,integer,7,NULL
sync_queue,processed_size,integer,8,NULL
sync_queue,received_size,integer,9,NULL
sync_queue,id,bigint,1,NULL
sync_queue,file_name,character varying,3,255
sync_queue,table_name,character varying,6,255
sync_queue,created_by,character varying,10,NULL
triage_post_service,facility_id,bigint,2,NULL
triage_post_service,id,bigint,1,NULL
triage_post_service,module_service_code,character varying,3,255
triage_post_service,module_service_name,character varying,4,255
triage_post_service,encounter_type,character varying,5,255
triage_vital_sign,created_date,timestamp without time zone,2,NULL
triage_vital_sign,last_modified_date,timestamp without time zone,4,NULL
triage_vital_sign,facility_id,bigint,6,NULL
triage_vital_sign,body_weight,double precision,7,NULL
triage_vital_sign,diastolic,double precision,8,NULL
triage_vital_sign,capture_date,timestamp without time zone,9,NULL
triage_vital_sign,height,double precision,10,NULL
triage_vital_sign,temperature,double precision,11,NULL
triage_vital_sign,pulse,double precision,12,NULL
triage_vital_sign,respiratory_rate,double precision,13,NULL
triage_vital_sign,systolic,double precision,16,NULL
triage_vital_sign,archived,integer,17,NULL
triage_vital_sign,id,bigint,1,NULL
triage_vital_sign,created_by,character varying,3,255
triage_vital_sign,last_modified_by,character varying,5,255
triage_vital_sign,person_uuid,character varying,14,255
triage_vital_sign,visit_id,character varying,15,255
